航班日期,出发地编码,目的地编码,均分,评论
2019/2/1,SHE,YTY,4.17,空乘服务好，就是没吃饱
2019/2/11,SHE,SYX,4.71,空乘服务好，
2019/2/12,YTY,SYX,5,机场商品多，餐食好吃，安检很快，准时抵达，空乘服务好，座椅舒适，值机快捷，
2019/2/6,SHE,HAK,5,空乘服务好，准时抵达，飛行平穩，時間剛好，提前到達目的地。為深航
2019/2/11,SHE,KHN,4.57,准时抵达，空乘服务好，机场商品多，/空乘服务好，准时抵达，安检很快，值机快捷，
2019/2/20,SHE,HAK,4.71,值机快捷，空乘服务好，安检很快，飞行员降落技术有待提高
2019/2/1,HAK,SHE,4.67,空乘服务好，值机快捷，准时抵达，
2019/2/1,KHN,SHE,4,春运期间辛苦这些空勤服务人员！
2019/2/2,KHN,SHE,3.29,空乘服务好，值机快捷，安检很快，准时抵达，
2019/2/4,KHN,SHE,4,空乘服务好，安检很快，
2019/2/8,HAK,KHN,4.33,空乘服务好，空姐长的一般
2019/2/8,KHN,SHE,4.86,值机快捷，餐食好吃，空乘服务好，座椅舒适，机场不拥挤，安检也很快捷。不错不错！
2019/2/10,HAK,SHE,5,安检很快，餐食好吃，
2019/2/14,HAK,SHE,3.43,过年春运期间，机场工作人员放弃与家人团聚，在工作岗位上为我们旅客服务你们辛苦了。安检很快，乘机的人很多值机等待时间长，建议大家提前三个小时到机场，要不时间真的有点紧张。
2019/2/15,HRB,HFE,5,空乘服务好，
2019/2/23,HFE,KWE,3.75,空乘服务好
2019/2/24,HRB,HFE,4.91,安检很快，准时抵达，空乘服务好，座椅舒适，值机快捷，
2019/2/8,KWE,HRB,1.57,太差了，天气原因备降郑州，刚到宾馆住下，马上又被叫起来，晚点8个小时。
2019/2/7,TAO,SZX,3.87,值机快捷，准时抵达，安检很快，
2019/2/8,NTG,SZX,4.88,值机快捷，座椅舒适，安检很快，空乘服务好，
2019/2/10,HRB,TAO,5,好
2019/2/13,HRB,NTG,4.25,空乘服务好，
2019/2/14,TAO,SZX,5,准时抵达，安检很快，值机快捷，机场商品多，座椅舒适，空乘服务好，餐食好吃，
2019/2/22,HRB,NTG,5,空乘服务好，值机快捷，餐食好吃，
2019/2/22,TAO,NTG,5,可能是因为行程太短都原因，餐食一般吧，其他都还好
2019/2/24,NTG,SZX,4.88,空乘服务好，值机快捷，准时抵达，/客舱拥挤，座位小，不太方便进出～其他都挺好的，包括服务，吃的，啥的，都还不错的
2019/2/1,SZX,NTG,2.83,值机快捷，准时抵达，安检很快，空乘服务好，南通机场效率慢
2019/2/2,NTG,HRB,5,座椅舒适，安检很快，值机快捷，空乘服务好，
2019/2/2,SZX,NTG,5,准时抵达，空乘服务好，餐食好吃，安检很快，值机快捷，
2019/2/10,SZX,TAO,4,餐食难吃，客舱拥挤
2019/2/18,TAO,HRB,4.86,座椅舒适，空乘服务好，值机快捷，准时抵达，
2019/2/20,SZX,TAO,3.33,深圳出发还比较满意，机场总体服务质量高。从深圳登机是摆渡车。但是经停南通体验太差，连一个廊桥都没有，外面下着雨，大家还要淋着雨上下摆渡车，机场小，卫生间很脏。到了青岛又是摆渡车，整个行程四趟摆渡车，无语了。青岛机场的软硬件比南通强，比深圳差很远。卫生间有异味，也脏。也许没有比较就没有伤害吧。航班服务还算好。餐食一般。
2019/2/6,YCU,SYX,3.57,餐食好吃，
2019/2/12,YCU,SYX,5,座椅舒适，安检很快，准时抵达，机场商品多，
2019/2/9,SYX,HRB,5,空乘服务好，座椅舒适，
2019/2/11,YCU,HRB,5,准点率太低了 才百分之十七……五星好评给空乘人员
2019/2/22,HRB,KHN,5,空乘服务好，准时抵达，座椅舒适，餐食好吃，值机快捷，安检很快，机场商品多，提前到达，很OK
2019/2/24,HRB,KHN,4.64,吃的不错，飞机起飞时有一点不稳准时抵达，座椅舒适，餐食好吃，空乘服务很好，空姐服务很周到，很贴心，让我们感觉到这次旅途很快乐，快乐之余也很安心，并且真真切切的觉得深圳航空是星河联盟成员之一比较优秀的一个，希望可以越来越好/准时抵达，安检很快，餐食好吃，
2019/2/6,HAK,HRB,4.71,空乘服务好，机场商品多，准时抵达。
2019/2/10,HAK,HRB,4.4,空乘服务好，准时抵达，
2019/2/12,HAK,HRB,5,空乘服务好，值机快捷，安检很快，准时抵达，座椅舒适。
2019/2/19,HAK,KHN,5,座椅舒适，空乘服务好
2019/2/24,HAK,HRB,4.8,虽然航班在HAK由于流量控制有些延误（还不是怪美丽跑道就一条www），但是空乘小姐姐服务简直是太赞了！空乘团队颜值担当，服务周到，服务热情，餐食也超赞的！机长叔叔（瞄了一眼感觉应该是）和副驾进近起飞滑行过程都很平稳，这点是深航一贯的优良传统。美兰机场里面也是超赞的，也可以拍到许多心仪的机型，就是玻璃有一点点脏。非常推荐大家选乘这班飞机，就算是半夜三点到达也不觉得疲惫。
2019/2/25,HAK,HRB,3.67,除机龄长外，其它都不错。
2019/2/3,CGO,NNG,5,空乘服务好，机场商品多，餐食好吃，值机快捷，安检很快，准时抵达，座椅舒适，
2019/2/3,CGO,HRB,5,座椅舒适，准时抵达，空乘服务好，值机快捷，机场商品多，安检很快，餐食好吃，
2019/2/3,NNG,HRB,3.6,准时抵达
2019/2/4,NNG,HRB,5,值机快捷，机场商品多，空乘服务好，餐食好吃，
2019/2/16,YTY,XMN,4.57,延误，延误了三个多小时
2019/2/21,HRB,YTY,5,座椅舒适，值机快捷，餐食好吃，安检很快，空乘服务好，
2019/2/6,XMN,YTY,1.56,差评
2019/2/11,XMN,YTY,4.29,安检很快，空乘服务好，
2019/2/22,XMN,HRB,5,延误，延误，居然延误了2两小时，一查这趟航班几乎趟趟延误。其他都还可以，
2019/2/27,XMN,HRB,5,餐食好吃，
2019/2/18,WUX,SZX,5,与虹桥比无锡硕放更方便快捷，感觉
2019/2/21,WUX,SZX,5,餐食好吃，准时抵达，空乘服务好，值机快捷，安检很快，机场商品多，座椅舒适，
2019/2/9,SZX,WUX,2.8,延误，
2019/2/12,SZX,WUX,5,空乘服务好，
2019/2/20,SZX,WUX,5,机场商品多，空乘服务好，
2019/2/9,WUX,SZX,4.5,座椅舒适，餐食好吃，
2019/2/13,WUX,SZX,4.83,安检很快，餐食好吃，空乘服务好，
2019/2/5,SZX,WUX,2.71,推迟了两个小时
2019/2/10,SZX,WUX,5,准时抵达，空乘服务好，值机快捷，餐食好吃，机场商品多，座椅舒适，安检很快，
2019/2/11,SZX,WUX,4,准时抵达，
2019/2/7,WUX,SZX,5,值机快捷，准时抵达，空乘服务好，安检很快，座椅舒适，机场商品多，餐食好吃，
2019/2/10,WUX,SZX,3.86,安检很快，机场商品多，空乘服务好，
2019/2/14,WUX,SZX,4.25,空乘服务好，其他，尚好！
2019/2/18,WUX,SZX,3.29,天气不好，气流乱很颠簸，乘坐体验很差～耳压巨巨巨巨巨大，好疼！
2019/2/22,WUX,SZX,4.15,晚点40分钟，到深圳落地排队30分钟后做摆渡车。本来21:50到非常好的时间，这么一晚就下半夜到家了，差。延误，
2019/2/3,SZX,WUX,4.86,准时抵达，空乘服务好，安检很快，空乘体贴周到，经济舱享受到了准商务舱的服务。大赞！[称赞]
2019/2/9,SZX,WUX,4.9,空乘服务好，餐食好吃，值机快捷，安检很快，延误，
2019/2/10,SZX,WUX,4,空乘服务好
2019/2/11,SZX,WUX,5,安检很快，值机快捷，准时抵达，空乘服务好，座椅舒适，
2019/2/7,WUX,SZX,4.24,值机快捷，空乘服务好，准时抵达，/准时抵达，机场商品多，座椅舒适，安检很快，/安检很慢，
2019/2/10,WUX,SZX,4.57,座椅舒适，安检很快，值机快捷，
2019/2/11,WUX,SZX,1.29,餐食难吃，延误严重
2019/2/3,SZX,WUX,5,准时抵达，安检很快，空乘服务好，
2019/2/4,SZX,WUX,5,值机快捷，空乘服务好，准时抵达，安检很快，
2019/2/15,SZX,WUX,5,空乘服务好，安检很快
2019/2/12,WUX,SZX,4.71,准时抵达，空乘服务好，
2019/2/13,WUX,SZX,4.43,座椅舒适，餐食好吃，准时抵达，安检很快，空乘服务好，
2019/2/27,WUX,SZX,5,无锡的廊桥很方便基本不用摆渡车，安检很快，安检口离登机口也很近，可能是因为不像是人家的那种大机场的原因吧，飞行真的很平稳，可以安稳睡觉，本以为没有餐食也有餐食，晚出发了一点时间不过提前到达了，棒棒的餐食好吃，准时抵达，座椅舒适，安检很快[心][心]
2019/2/8,CAN,WUX,4.71,空乘服务好，
2019/2/9,CAN,WUX,3.71,延误，没有准点
2019/2/10,CAN,WUX,4.71,准时抵达，
2019/2/3,WUX,CAN,5,准时抵达，空乘服务好，座椅舒适，餐食好吃，
2019/2/4,WUX,CAN,5,准时抵达，空乘服务好，安检很快，值机快捷，
2019/2/8,WUX,CAN,4.21,飞机晚点1个小时
2019/2/10,WUX,CAN,5,准时抵达，空乘服务好，值机快捷，座椅舒适，
2019/2/17,WUX,CAN,4.14,遲了一個小時…
2019/2/23,WUX,CAN,5,个人感觉还算满意
2019/2/4,CAN,WUX,5,座椅舒适，准时抵达，值机快捷，空乘服务好，很干净，很热情
2019/2/9,CAN,WUX,4,客舱拥挤，
2019/2/10,CAN,WUX,5,值机快捷，安检很快，
2019/2/11,CAN,WUX,5,安检很快，座椅舒适，空乘服务好，值机快捷，餐食好吃，机场商品多，准时抵达，
2019/2/1,WUX,CAN,4.71,安检很快，
2019/2/8,WUX,CAN,4.86,空乘服务好，座椅舒适，值机快捷，安检很快，
2019/2/10,WUX,CAN,4.93,座椅舒适，准时抵达，安检很快，/座椅舒适，机场商品多，安检很快，值机快捷，准时抵达，餐食好吃，空乘服务好，
2019/2/6,CAN,WUX,4.43,还好，延误时间不长。
2019/2/2,WUX,CAN,5,春运期间，硕放机场人流量不是很大，值机和安检很快。流量管控晚点50分钟，但基本上准点到达，飞行平稳，空乘服务好。经济舱有点挤，飞机餐是点心没有正餐。总体评价很好！
2019/2/7,WUX,CAN,5,空乘服务好，值机快捷，
2019/2/9,WUX,CAN,4.14,延误，延误，
2019/2/7,CAN,WUX,5,准时抵达，安检很快，机场商品多，值机快捷，餐食好吃，座椅舒适，空乘服务好，
2019/2/13,CAN,WUX,4.71,白云T1吃饭的地方少之又少
2019/2/17,CAN,WUX,4.86,空乘服务好，
2019/2/3,WUX,CAN,5,空乘服务好，餐食好吃，准时抵达，座椅舒适，值机快捷，安检很快，很好的一次体验
2019/2/8,WUX,CAN,4.64,空乘服务好，/准时抵达，安检很快，空乘服务好，值机快捷，/空乘服务好，餐食好吃，
2019/2/20,WUX,CAN,4.17,座椅舒适，准时抵达，安检很快，空乘服务好，值机快捷，
2019/2/28,WUX,CAN,5,准时抵达，值机快捷，
2019/2/11,CAN,WUX,5,餐食好吃，空乘服务好，安检很快，机场商品多，准时抵达，座椅舒适，值机快捷，
2019/2/13,CAN,JJN,4.95,空乘服务好，机场商品多，值机快捷，虽然是深夜航班，但服务一如既往让人感到舒适，候机有更改登机口都能及时通知，登机后有提供报纸，瓶装矿泉水，饼干，小蛋糕，以及训练有素的热情服务和备感亲切的微笑。
2019/2/9,JJN,CAN,5,准时抵达，安检很快，值机快捷，
2019/2/10,JJN,CAN,4.29,座椅舒适，值机快捷，空乘服务好，
2019/2/19,JJN,CAN,1.57,准时抵达，餐食难吃，怎么说呢？便宜没好货吧，谈不上有什么服务，已经是深夜，餐饮只有一个小饼干和一个小怡宝，一分钱一分货吧，下次不会选择这个航班了
2019/2/14,SZX,NKG,4.43,机场商品多，准时抵达，安检很快，
2019/2/17,SZX,NKG,5,餐食好吃，准时抵达，
2019/2/3,NKG,SZX,5,安检很快，餐食好吃，可以充电。
2019/2/10,NKG,SZX,5,准时抵达，安检很快，值机快捷，空乘服务好，
2019/2/25,NKG,SZX,4.56,值机快捷，准时抵达，空乘服务好，
2019/2/26,NKG,SZX,4.86,值机快捷，空乘服务好，安检很细，餐食很好，座椅舒适，只是流量控制延误起飞，差点耽误办事，急的浑身大汗。
2019/2/8,SZX,NKG,2.86,延误，延误3小时
2019/2/6,NKG,SZX,4.25,餐食好吃，延误，
2019/2/8,NKG,SZX,5,空乘服务好，安检很快，座椅舒适，整体感觉不太像想像中的那么紧张，还不错。越来越多的人开车或高铁了，机票价格持续高涨。[开心][开心]
2019/2/9,NKG,SZX,3,安检很快，机舱卫生差，延误，/延误3个半小时。因天气原因。
2019/2/11,NKG,SZX,3.67,值机快捷，安检很快，
2019/2/22,NKG,SZX,4.67,空乘服务好，座椅舒适，
2019/2/25,NKG,SZX,5,座椅舒适，餐食好吃，
2019/2/26,NKG,SZX,2.67,小吃味道还可以，飞机好大个，空客a330每个座位都有小屏幕还真不错
2019/2/10,SZX,NKG,5,因为南京天气原因导致延飞了一个小时，但到达时间只迟了38分钟，棒棒哒，全程空姐笑容真诚，服务热情，算是我坐过的航空公司里最好的了，比东 南这些好太多了，以后还会选择深圳航空的/值机快捷，安检很快，座椅舒适，
2019/2/5,NKG,SZX,4.25,准时抵达，/准时抵达，空乘服务好，值机快捷，
2019/2/9,NKG,SZX,1,延误，吃的也差，跟南航没法比，深航的服务有待提高
2019/2/10,NKG,SZX,5,"空乘服务好，准时抵达，座椅舒适，安检很快，。
因为是新飞机，除了发动发动机时有比较大的汽油味儿，其他的都很优秀呀，瑕不遮瑜～空姐MM很漂酿，下次也会选择深圳航空！"
2019/2/14,NKG,SZX,5,赞
2019/2/5,SZX,NKG,4,"值机快捷，空乘服务好，安检很快
這次航班經歷彷如過山車般的氣流顛簸 空乘在派餐時 飛機像海盜船般左右晃 真心太恐怖了！
還好 空乘有安撫乘客 不要擔心！不要緊張！
希望深航可以提高飛機監測氣流的一些高科技 可以給出行在外的旅客 提供更加舒適、安全的飛行體驗！"
2019/2/8,SZX,NKG,5,深圳机场很大，还有专门的女性通道，安检很快。今天由于南京天气问题晚点，但到了南京才感觉能飞回南京已实属不易，深航还有专门的行李转运站，拿行李也很迅速。一路非常感激，空乘人员服务态度非常好，再次感谢
2019/2/12,SZX,NKG,5,餐食好吃，座椅舒适，安检很快，空乘服务好，
2019/2/14,SZX,NKG,5,座椅舒适，准时抵达，机场商品多，餐食好吃，安检很快，值机快捷，空乘服务好，随叫随到。下次我一定还坐深圳航空公司的飞机。也欢迎各位朋友加入我们的团队，积极支持。你的加入我们就十分开心
2019/2/8,NKG,SZX,4.86,安检很快，空乘服务好，座椅舒适，
2019/2/10,NKG,SZX,4.8,准时抵达，
2019/2/11,NKG,SZX,5,胡萝卜鸡丁饭挺好吃的，尤其是空姐还加了一勺拌酱。
2019/2/20,NKG,SZX,2,机场商品多，准时抵达，
2019/2/21,NKG,SZX,5,座椅舒适，机场商品多，安检很快，
2019/2/1,SZX,NKG,4.43,延误，流量控制，难道没有编制好计划？/空乘服务好，
2019/2/4,SZX,NKG,5,空乘小姐姐声音很好听，机长用声音也好听，还用中文播报一遍
2019/2/10,SZX,NKG,4.5,准时抵达，机场商品多，
2019/2/4,NKG,SZX,5,空乘服务好，座椅舒适，安检很快，准时抵达，值机快捷，妈妈腿不方便，申请了轮椅服务，深圳航空绝对给力！一直有专员接送妈妈！真的太感谢了，年30给人温暖的感觉！谢谢各位空乘，祝您们新年快乐！猪年大吉！
2019/2/11,NKG,SZX,4.14,机场总体还不错，就是免费的充电站太少了！
2019/2/12,NKG,SZX,4.71,从南京禄口机场飞是很便捷的，每年都要长途旅行，南京如果有开通多一些国际航线  然后再便宜一些些 就更好了，这次还可以啦  这次没延误太久  还不错  希望以后不要经常性的延误几个小时以上。那就太棒了
2019/2/14,NKG,SZX,2,晚点、停机位太远，出发到达都是摆渡车，拿行李慢
2019/2/3,SZX,NKG,5,飞机餐很好吃，今天准点还提前到达南京，很好，满分！
2019/2/7,SZX,NKG,4.33,安检很快，准时抵达，
2019/2/13,SZX,NKG,4.56,飞机非常新，晚餐只有鸡肉饭，没得选，降落的时候飞机晃悠得太厉害了，有点吓人，飞行员师傅把飞机当汽车开了，降落的时候还急刹车，倒是空姐没的说，服务可以用超级好来形容。
2019/2/1,NKG,SZX,3.71,延误，餐食难吃，
2019/2/11,NKG,SZX,4.71,延误，
2019/2/6,SZX,NKG,4.43,准时抵达，座椅舒适，机场商品多，
2019/2/13,SZX,NKG,5,空乘服务好，安检很快，
2019/2/6,NKG,SZX,5,安检很快，座椅舒适，值机快捷，空乘服务好，准时抵达，
2019/2/10,CAN,NKG,5,空乘服务好，准时抵达，安检很快，
2019/2/25,CAN,NKG,4.23,准时抵达，安检很快，空乘服务好，
2019/2/1,NKG,CAN,5,机场商品多，空乘服务好，餐食好吃，座椅舒适，值机快捷，安检很快，准时抵达，
2019/2/8,NKG,CAN,4.75,安检很快，空乘服务好，座椅舒适，
2019/2/21,NKG,CAN,4.64,餐食好吃，准时抵达，座椅舒适，安检很快，
2019/2/9,CAN,NKG,5,由于天气原因的延误。但是，本次航班还是很满意。
2019/2/15,CAN,NKG,5,空乘服务好，座椅舒适，准时抵达，
2019/2/25,CAN,NKG,4.92,空乘服务好，值机快捷，提前二十分钟到达，满意！
2019/2/10,NKG,CAN,5,延误，
2019/2/22,NKG,CAN,3,晚点近3小时
2019/2/10,CAN,NKG,4.71,延误，安检很慢，
2019/2/14,CAN,NKG,4.67,还算比较顺利，虽然晚了20分钟，机组服务还是很贴心的！
2019/2/21,CAN,NKG,5,很好，空姐很nice，服务不错
2019/2/28,CAN,NKG,4,值机快捷，座椅舒适，空乘服务好，餐食好吃，
2019/2/5,NKG,CAN,4.67,准时抵达，空乘服务好，值机快捷，安检很快，
2019/2/8,NKG,CAN,5,值机快捷，餐食好吃，空乘服务好，安检很快，
2019/2/9,NKG,CAN,4.86,安检很快，空乘服务好，值机快捷，餐食好吃，
2019/2/14,NKG,CAN,5,准时抵达，座椅舒适，空乘服务好，机场商品多，
2019/2/19,NKG,CAN,5,空乘服务好，
2019/2/20,NKG,CAN,5,餐食准时抵达，好吃，
2019/2/27,NKG,CAN,5,空乘服务好，对常旅客的服务升级得很棒。免费升了超经，必须点赞！
2019/2/3,CAN,NKG,3.43,空乘服务好，准时抵达，安检很快，
2019/2/13,CAN,NKG,5,准时抵达，/[开心]
2019/2/20,CAN,NKG,5,值机快捷，餐食好吃，/安检很快，机场商品多，座椅舒适，
2019/2/20,NKG,CAN,4.83,餐食好吃，
2019/2/21,NKG,CAN,4.14,安检很快，
2019/2/1,CAN,NKG,5,"座椅舒适，餐食好吃，机场商品多，安检很快，
机场超级大，地铁上来就是安检口非常方便。工作人员会先做防爆测试，上三楼办理机票业务。
虽然飞机有延误，但是周边星巴克，肯德基很方便，价格亲民，"
2019/2/9,CAN,NKG,4.2,机场商品贵，延误，
2019/2/20,CAN,NKG,3.38,餐食难吃，
2019/2/10,NKG,CAN,5,安检很快，餐食好吃，空乘服务好，准时抵达，机场商品多，座椅舒适，值机快捷，
2019/2/19,NKG,CAN,5,餐饮服务很体贴
2019/2/21,NKG,CAN,5,空乘服务好，
2019/2/1,CAN,NKG,5,空乘服务好，座椅舒适，餐食好吃，安检很快。临近春节，飞机上有不少家长带小朋友出行，乘务员服务周到热情，机舱内感觉温馨。
2019/2/18,CAN,NKG,5,空乘服务好，安检很快，餐食好吃，值机快捷，准时抵达，
2019/2/28,CAN,NKG,1,航班延误起飞一小时，登机后机舱空调未开，闷热难受。
2019/2/23,NKG,CAN,4.5,值机快捷，空乘服务好，安检很快，准时抵达，空姐小姐姐很漂亮，棒棒棒，就是座椅感觉有点挤……[doge]
2019/2/25,NKG,CAN,4.86,空乘服务好，准时抵达，值机快捷，
2019/2/11,CAN,NKG,5,安检很快，值机快捷，准时抵达，座椅舒适，餐食好吃，空乘服务好，机场商品多，
2019/2/13,CAN,NKG,3.75,空乘服务好，准时抵达，
2019/2/26,CAN,NKG,5,餐食好吃，准时抵达，座椅舒适，值机快捷，空乘服务好，
2019/2/14,NKG,CAN,5,值机快捷，准时抵达，空乘服务好，安检很快，座椅舒适，
2019/2/4,SZX,HGH,3.33,很无语 明明手机上预留了位置比较靠前 但是去机场值机的时候 位置又是很后面 那手机上的预留位置意义何在？
2019/2/22,SZX,HGH,3.4,"延误一个多小时
机上服务很好"
2019/2/1,HGH,SZX,5,准时抵达，餐食好吃，空乘服务好，
2019/2/5,HGH,SZX,4,安检很快，座椅舒适，餐食好吃，准时抵达，
2019/2/10,HGH,SZX,3.2,安检很快，
2019/2/16,HGH,SZX,3.5,安检很快，值机快捷，
2019/2/9,SZX,HGH,3.29,准时抵达，空乘服务好，值机快捷，
2019/2/27,SZX,HGH,4.62,沾老板的福，使用招行金葵花积分进入VIP贵宾厅。免去排队烦恼，不慌不忙的在一楼用了一个简餐。休息一会，又有服务人员安排专车直接上飞机。非常方便，服务态度也好。准时抵达，软件提醒很准确及时。赞！
2019/2/4,HGH,SZX,3.29,广播通知不及时
2019/2/10,HGH,SZX,5,值机快捷，空乘服务好，机场商品多，座椅舒适，
2019/2/11,HGH,SZX,3.17,机场商品贵，延误，安检很慢，
2019/2/22,HGH,SZX,1,餐食难吃 晚点晚点4小时
2019/2/13,SZX,HGH,2.8,餐食难吃，
2019/2/15,SZX,HGH,5,今天我生日，航空公司居然送了生日蛋糕，太感动啦！
2019/2/21,SZX,HGH,5,安检很快，空乘服务好，
2019/2/23,SZX,HGH,4.33,就是受气流影响这次飞机太抖了。一开始升空的时候就挺抖，但是降落的时候平稳了许多。飞机上提供的是矿泉水和一袋子徐福记的小零食，一个小面包。就是小面包有点干。总听来讲还不错吧
2019/2/5,HGH,SZX,5,总体不错，就是饮料只有矿泉水，新飞机，餐食还行。/机场商品多，
2019/2/17,HGH,SZX,4.86,[笑][笑]座椅舒适，餐食好吃，准时抵达，安检很快，值机快捷，空乘服务好，享受头等舱的待遇/机场商品多，安检很快，
2019/2/5,SZX,HGH,5,餐食好吃，空乘服务好，
2019/2/16,SZX,HGH,4.11,服务不够细致。/餐食还是比较好吃，但全程基本上都在颠簸。
2019/2/15,HGH,SZX,3.8,座椅不够舒服，很窄
2019/2/18,HGH,SZX,2.67,餐食难吃，延误
2019/2/21,HGH,SZX,2.8,餐食难吃，
2019/2/22,HGH,SZX,1,延误，十一点能到的，结果到现在还困在机舱里，小孩哭声，口渴，又闷热。对于滞留的歉意也很无理，在机舱等了半个小时告知没有后勤人员来处理地面交接。呵呵…
2019/2/25,HGH,SZX,5,值机快捷，安检很快，准时抵达，空乘服务好，座椅舒适，飞机很新，上了摆渡车还被地服叫上了VIP车，服务意识挺好的，行程中多次问候确实比较辛苦，对很多人重复说过的话。夜晚的航班，空乘们也很辛苦，不容易。飞行整个粤港澳大湾区，哈哈。
2019/2/9,SZX,HFE,5,安检很快，餐食好吃，值机快捷，
2019/2/13,DAT,SZX,4.14,深航飞的很稳，餐食一般，好咸。大同机场管理略显混乱，十点才开始有人办公可以值机，然后就一直排着长长的队，安检入口居然还有各种替女儿排队的，送人的，有点奇葩，最过分的是候机时从01调整为04，然后04又显示的去重庆而不是深圳的航班，广播大声喊着快去01值机，结果好多人又从04跑去01值机在那排队等着，一个工作人员在01都没有，我就是这不幸人群的一员。大家排了半天不见人，广播又及时的调整为04，一群人又跑去04，终于上了摆渡车，然后，开了十米停下来登机，不爽的心情一扫而空，瞬间觉得很有喜感。。
2019/2/8,SZX,HFE,4.2,安检很快，机场商品多，准时抵达，值机快捷，空乘服务好，
2019/2/25,SZX,HFE,1,延误，气死了，当时同一时间同样价格的航班选择了深航，是因为信任深航，结果人家南航按时起飞了，你深航给我前序延误2小时，本来就是半夜的飞机，真是生气，延误就延误，
2019/2/8,HFE,SZX,2.29,延误，看不到指示牌，客舱拥挤，机场商品贵，安检很慢，餐食难吃。无限期延误，连瓶水都没有，没有比深航更差的了。以后有选择的情况下，绝对不会再坐深航的航班。
2019/2/7,SZX,HFE,5,值机快捷，餐食好吃，准时抵达，机场商品多，空乘服务好，座椅舒适，安检很快，
2019/2/3,HFE,SZX,4.29,值机快捷，准时抵达，/餐食好吃，值机快捷，机场商品多，座椅舒适，准时抵达，安检很快，空乘服务好，
2019/2/10,SZX,HFE,5,准时抵达，空乘服务好，值机快捷，安检很快，
2019/2/3,SZX,HFE,4,贵宾厅要从4楼下到1楼，还不能乘错电梯，否则就进地铁了。标识不明确。
2019/2/9,SZX,HFE,5,准时抵达，机场商品多，空乘服务好[鼓掌]
2019/2/12,HFE,SZX,3.5,多处看到随地吐痰，A6口卫生很差，地面有痰渍
2019/2/8,SZX,HFE,5,安检很快，空乘服务好，餐食好吃，座椅舒适，
2019/2/9,SZX,HFE,5,准时抵达，空乘服务好，安检很快，值机快捷，
2019/2/9,HFE,SZX,2.8,延误，无餐食
2019/2/7,HFE,SZX,4.4,准时抵达，安检很快，值机快捷，
2019/2/9,HFE,SZX,3.14,空乘服务好，
2019/2/22,HFE,SZX,4.5,座椅舒适，准时抵达，值机快捷，餐食好吃，/准时抵达，值机快捷，空乘服务好，
2019/2/2,SZX,TNA,4.79,座椅舒适，准时抵达，机场商品多，安检很快，值机快捷，空乘服务好，
2019/2/5,SZX,TNA,5,餐食好吃，座椅舒适，安检很快，空乘服务好，准时抵达，值机快捷
2019/2/9,SZX,TNA,5,空乘服务好，座椅舒适，安检很快，餐食好吃，机场商品多，准时抵达，值机快捷，
2019/2/15,SZX,TNA,5,座椅舒适，空乘服务好，准时抵达，机场商品多，值机快捷，餐食好吃，安检很快，
2019/2/10,TNA,SZX,3.88,空乘服务好，值机快捷，餐食好吃。/机场商品贵，
2019/2/2,SZX,TNA,3.5,客舱拥挤，餐食难吃，
2019/2/8,TNA,SZX,4.63,因为天气原因晚点了。，。飞机餐也一般般，只有鸡肉鱼肉，两种都比较模糊。不过空姐的服务挺好的，也有加冰果汁喝。[思考] 整个航程不需要关闭手机，只需要开飞行模式，这样对乘客还是比较方便的。
2019/2/10,TNA,SZX,4.43,值机快捷，机场商品多，餐食好吃，准时抵达，安检很快，空乘服务好，座椅舒适，/空乘服务好座椅舒适，
2019/2/14,SZX,WNZ,4.71,空乘服务好，
2019/2/17,SZX,WNZ,5,空乘服务好，准时抵达，值机快捷，
2019/2/17,WNZ,SZX,3.29,吃的少
2019/2/25,WNZ,SZX,5,值机快捷，安检很快，准时抵达，
2019/2/11,SZX,TAO,4.86,准时抵达，空乘服务好，
2019/2/19,SZX,TAO,4,准时抵达，空乘服务好，值机快捷，
2019/2/14,TAO,SZX,4.8,安检很快，准时抵达，值机快捷，空乘服务好，
2019/2/21,TAO,SZX,5,安检很快，值机快捷，座椅舒适，准时抵达，
2019/2/3,SZX,TAO,5,座椅舒适，餐食好吃，机场商品多，安检很快，
2019/2/8,SZX,TAO,4.83,准时抵达，值机快捷，机场商品多，餐食好吃，安检很快，
2019/2/14,SZX,TAO,4.71,"安检很快，空乘服务好，准时抵达，值机快捷，机场商品多。
深圳宝安国际机场真的很大，各种品牌店应有尽有。深圳航空是我第一次乘，但准时抵达，也许是我运气不错吧！满意！"
2019/2/18,SZX,TAO,4.29,航空托运真不错，印象很深刻。
2019/2/7,TAO,SZX,4,座椅舒适，
2019/2/9,TAO,SZX,3.71,安检很快，空乘服务好，
2019/2/22,SZX,TAO,1,座椅舒适，机场商品多，空乘服务好，值机快捷，
2019/2/11,TAO,SZX,5,准时抵达，值机快捷，空乘服务好，座椅舒适，
2019/2/14,SZX,HYN,4.83,空乘服务好，又都長得很漂亮，星空金安检走快速通道很快，在深圳值机有專屬高端值機區，地勤態度很好速度也很快，座椅還蠻舒適舒适，但是機場流量管制延误，讓行程等待相當久
2019/2/12,SZX,NTG,2.43,机舱太热
2019/2/9,NTG,SZX,5,空乘服务好，座椅舒适，/延误，
2019/2/24,NTG,SZX,1,机场商品贵，客舱拥挤，延误，餐食难吃，安检很慢，
2019/2/10,SZX,NTG,4.71,安检很快，准时抵达，
2019/2/25,SZX,NTG,4.7,值机快捷，餐食好吃，空乘服务好，准时抵达，
